1       1       1       3       57      56      
2       1       3       4       64      57      
3       1       4       5       71      64      
4       1       5       6       78      71      
5       1       6       7       85      78      
6       1       7       8       92      85      
7       1       8       9       99      92      
8       1       9       10      106     99      
9       1       10      11      113     106     
10      1       11      12      120     113     
11      1       12      13      127     120     
12      1       13      14      134     127     
13      1       14      15      141     134     
14      1       15      16      148     141     
15      1       16      17      155     148     
16      1       17      18      162     155     
17      1       18      19      169     162     
18      1       19      20      176     169     
19      1       20      21      183     176     
20      1       21      2       23      183     
21      1       56      57      58      55      
22      1       57      64      65      58      
23      1       64      71      72      65      
24      1       71      78      79      72      
25      1       78      85      86      79      
26      1       85      92      93      86      
27      1       92      99      100     93      
28      1       99      106     107     100     
29      1       106     113     114     107     
30      1       113     120     121     114     
31      1       120     127     128     121     
32      1       127     134     135     128     
33      1       134     141     142     135     
34      1       141     148     149     142     
35      1       148     155     156     149     
36      1       155     162     163     156     
37      1       162     169     170     163     
38      1       169     176     177     170     
39      1       176     183     184     177     
40      1       183     23      24      184     
41      1       55      58      59      54      
42      1       58      65      66      59      
43      1       65      72      73      66      
44      1       72      79      80      73      
45      1       79      86      87      80      
46      1       86      93      94      87      
47      1       93      100     101     94      
48      1       100     107     108     101     
49      1       107     114     115     108     
50      1       114     121     122     115     
51      1       121     128     129     122     
52      1       128     135     136     129     
53      1       135     142     143     136     
54      1       142     149     150     143     
55      1       149     156     157     150     
56      1       156     163     164     157     
57      1       163     170     171     164     
58      1       170     177     178     171     
59      1       177     184     185     178     
60      1       184     24      25      185     
61      1       54      59      60      53      
62      1       59      66      67      60      
63      1       66      73      74      67      
64      1       73      80      81      74      
65      1       80      87      88      81      
66      1       87      94      95      88      
67      1       94      101     102     95      
68      1       101     108     109     102     
69      1       108     115     116     109     
70      1       115     122     123     116     
71      1       122     129     130     123     
72      1       129     136     137     130     
73      1       136     143     144     137     
74      1       143     150     151     144     
75      1       150     157     158     151     
76      1       157     164     165     158     
77      1       164     171     172     165     
78      1       171     178     179     172     
79      1       178     185     186     179     
80      1       185     25      26      186     
81      1       53      60      61      52      
82      1       60      67      68      61      
83      1       67      74      75      68      
84      1       74      81      82      75      
85      1       81      88      89      82      
86      1       88      95      96      89      
87      1       95      102     103     96      
88      1       102     109     110     103     
89      1       109     116     117     110     
90      1       116     123     124     117     
91      1       123     130     131     124     
92      1       130     137     138     131     
93      1       137     144     145     138     
94      1       144     151     152     145     
95      1       151     158     159     152     
96      1       158     165     166     159     
97      1       165     172     173     166     
98      1       172     179     180     173     
99      1       179     186     187     180     
100     1       186     26      27      187     
101     1       52      61      62      51      
102     1       61      68      69      62      
103     1       68      75      76      69      
104     1       75      82      83      76      
105     1       82      89      90      83      
106     1       89      96      97      90      
107     1       96      103     104     97      
108     1       103     110     111     104     
109     1       110     117     118     111     
110     1       117     124     125     118     
111     1       124     131     132     125     
112     1       131     138     139     132     
113     1       138     145     146     139     
114     1       145     152     153     146     
115     1       152     159     160     153     
116     1       159     166     167     160     
117     1       166     173     174     167     
118     1       173     180     181     174     
119     1       180     187     188     181     
120     1       187     27      28      188     
121     1       51      62      63      50      
122     1       62      69      70      63      
123     1       69      76      77      70      
124     1       76      83      84      77      
125     1       83      90      91      84      
126     1       90      97      98      91      
127     1       97      104     105     98      
128     1       104     111     112     105     
129     1       111     118     119     112     
130     1       118     125     126     119     
131     1       125     132     133     126     
132     1       132     139     140     133     
133     1       139     146     147     140     
134     1       146     153     154     147     
135     1       153     160     161     154     
136     1       160     167     168     161     
137     1       167     174     175     168     
138     1       174     181     182     175     
139     1       181     188     189     182     
140     1       188     28      29      189     
141     1       50      63      49      30      
142     1       63      70      48      49      
143     1       70      77      47      48      
144     1       77      84      46      47      
145     1       84      91      45      46      
146     1       91      98      44      45      
147     1       98      105     43      44      
148     1       105     112     42      43      
149     1       112     119     41      42      
150     1       119     126     40      41      
151     1       126     133     39      40      
152     1       133     140     38      39      
153     1       140     147     37      38      
154     1       147     154     36      37      
155     1       154     161     35      36      
156     1       161     168     34      35      
157     1       168     175     33      34      
158     1       175     182     32      33      
159     1       182     189     31      32      
160     1       189     29      22      31      
